Date,SPY,TLT,GLD,Regime,RegimeName,RegimeName_Shifted,Static_Return,Sp500_Return,Portfolio_Return,Cumulative_Portfolio,Cumulative_Static,Cumulative_SP500
2015-02-13,0.0041082446148665,-0.0103212221750408,0.005439474740014,1,bull,bull,-0.00166354210109642,0.0041082446148665,0.00135547426939979,1.022776572445292,1.02102282783672,1.0399565358448855
2015-02-17,0.0015715774645224,-0.0151705955814343,-0.0168387343268335,1,bull,bull,-0.005125291753860281,0.0015715774645224,-0.0036178883238045306,1.0190829665815804,1.0158031755033183,1.0415921930450467
2015-02-18,9.521257693172515e-05,0.0059225157702057,0.0028404943034609,1,bull,bull,0.0024261338542413153,9.521257693172515e-05,0.0015352013882394375,1.0206486656908216,1.0182706419682972,1.0416913704432516
2015-02-19,-0.0007138368396676,-0.0066359658783214,-0.0034440700358846,1,bull,bull,-0.00308268845512912,-0.0007138368396676,-0.0021712859670200597,1.0184349497406486,1.0151364641449996,1.0409480381080323
2015-02-20,0.005982285137628,0.0029288617431042,-0.0057088958668452,1,bull,bull,0.00476091577981848,0.005982285137628,0.004202482358275919,1.0227239104786783,1.0199809663387038,1.0471939498707614
2015-02-23,-0.0001421149904686,0.0113932000155428,0.0013003471683988,1,bull,bull,0.00447201101193596,-0.0001421149904686,0.00230919422662042,1.025088307503507,1.0245525469125971,1.0470451384869714
2015-02-24,0.0028370893844363,0.0130411474839921,-0.0014738237281034,1,bull,bull,0.006918712624258621,0.0028370893844363,0.00444680969309349,1.029656830273052,1.0316657101445312,1.0500199169953108
2015-02-25,-0.0008503510475509,0.0043090131695559,0.0038101432806243,1,bull,bull,0.0012133946392918202,-0.0008503510475509,0.0006475712286879801,1.03032382235089,1.032918287568444,1.0491274109844357
2015-02-26,-0.0011818886506442,-0.0137625441707207,0.0031928469281336,1,bull,bull,-0.0062141508586747995,-0.0011818886506442,-0.00326054619678172,1.026969874752376,1.026519479674768,1.0478881916581937
2015-02-27,-0.0034119110123453,0.0083731376236224,0.0007751278516169,1,bull,bull,0.00130210844204178,-0.0034119110123453,-0.00063619739875554,1.0263167269769462,1.027856989957911,1.0443189827713917
2015-03-02,0.0062936069053419,-0.0188024358755336,-0.0041408215543513,1,bull,bull,-0.0037448102070083006,0.0062936069053419,0.0002309555031974791,1.0265537878472677,1.024015058751978,1.0509122418602528
2015-03-03,-0.0041125790694564,-0.003632592834126,-0.0018169945131893,1,bull,bull,-0.00392058457532424,-0.0041125790694564,-0.00378702336676361,1.0226735565660907,1.0200081808919716,1.0465991572004332
2015-03-04,-0.0042245466799273,0.0003162158661095,-0.0031225683060647,1,bull,bull,-0.0024082416615125797,-0.0042245466799273,-0.00320619633333368,1.0193999151317488,1.017554710156652,1.0421870762883416
2015-03-05,0.0010935563181589,-0.0012658607608717,-0.0009560698660537,1,bull,bull,0.00014978948654665995,0.0010935563181589,0.00041671028393151994,1.0198247980802218,1.0177071405701712,1.0433273899352784
2015-03-06,-0.0141643708791328,-0.0223395338600521,-0.0276840335134201,1,bull,bull,-0.017434436071500522,-0.0141643708791328,-0.01715136973874539,1.0024825526591297,1.0001177664337966,1.0286534825033862
2015-03-09,0.0041363883357916,0.0091887274833247,0.0009828943243309,1,bull,bull,0.00615732399480484,0.0041363883357916,0.00483150676415215,1.0073377734645284,1.0062948130777831,1.0329172048965194
2015-03-10,-0.0163549436401618,0.0130718204292391,-0.0049241610152976,1,bull,bull,-0.004584238012401438,-0.0163549436401618,-0.009326512563795197,0.9979865002320082,1.0016922757675173,1.0161612966860618
2015-03-11,-0.0023447916610275,0.0072588436723581,-0.006031419233618,1,bull,bull,0.0014966624723267402,-0.0023447916610275,-0.0007927273516094297,0.9971956825295624,1.0031925934600123,1.0137814014210174
2015-03-12,0.012633719150293,-0.0007078230826192,-0.0002709060307489,1,bull,bull,0.00729710225712812,0.012633719150293,0.008674948185606369,1.005883933986091,1.0105397663323152,1.0266704779770928
2015-03-13,-0.006151146547637,-0.0030730624559701,0.0014440077763354,1,bull,bull,-0.00491991291097024,-0.006151146547637,-0.004776014296906379,1.0010912719577019,1.0055802089880543,1.020374660509879
2015-03-16,0.013272089306235,0.0095812112693684,-0.0006315097549614,1,bull,bull,0.01179573809148836,0.013272089306235,0.01114355379274204,1.0123093750786978,1.0175120035769498,1.0340074316930388
2015-03-17,-0.0029766694149029,0.0082514636484036,-0.0054293725195361,1,bull,bull,0.0015145838104197004,-0.0029766694149029,-0.0009763131127049199,1.011321526464939,1.0190542784419192,1.03093410979726
2015-03-18,0.0119497253505425,0.0191186729901926,0.0194093939657839,1,bull,bull,0.01481730440640254,0.0119497253505425,0.01412948173999666,1.025712403908282,1.0342663384345419,1.0433273899352786
2015-03-19,-0.0045718661160681,-0.0051084063831825,-0.0007122036244302,1,bull,bull,-0.00478648222291386,-0.0045718661160681,-0.004293207920327191,1.0213182465567072,1.0293276698454774,1.0385683239889207
2015-03-20,0.0087880016353287,0.0052598847632877,0.0113345654787513,1,bull,bull,0.007376754886512299,0.0087880016353287,0.00833703464526276,1.0298686049540355,1.0369488429670914,1.0477354856368488
2015-03-23,-0.0019504893892592,-0.0012169729815741,0.0063197017036317,1,bull,bull,-0.00165708282618516,-0.0019504893892592,-0.00097676699843309,1.0288631544133868,1.0352319557528067,1.0456938804012965
2015-03-24,-0.005634745528778,0.0096222279425414,0.0024469013218018,1,bull,bull,0.0004680438597497601,-0.005634745528778,-0.0017751861494561395,1.0270383509541061,1.0357166031223788,1.0398182309251978
2015-03-25,-0.0147622107816988,-0.0084811818696144,0.0013955838286018,1,bull,bull,-0.01224979921686504,-0.0147622107816988,-0.01189022553825186,1.014898946472932,1.0231066749170987,1.024580959642317
2015-03-26,-0.0023843365239788,-0.0157118750800013,0.0065158127936534,1,bull,bull,-0.0077153519463878,-0.0023843365239788,-0.00415982930342008,1.0106859089291609,1.0152434197380584,1.022140923927585
2015-03-27,0.0022869149683658,0.0123607050469945,-0.0036436736475295,1,bull,bull,0.006316430999817281,0.0022869149683658,0.00370861412250201,1.0144411119598948,1.0216764301918804,1.0244811482333473
2015-03-30,0.0121263902246626,-0.0049723769753417,-0.0114506523855383,1,bull,bull,0.005286883344660879,0.0121263902246626,0.00634893252364165,1.020902218991871,1.0270922179986923,1.0369800364501849
2015-03-31,-0.0087783086499972,0.0021445010679502,-0.0007914897422241,1,bull,bull,-0.00440918476281824,-0.0087783086499972,-0.0057950648156304095,1.0150031337619845,1.022573547787591,1.027916943140647
2015-04-01,-0.0035424226084232,0.0130499796741835,0.0169243749497968,1,bull,bull,0.0030945383046194802,-0.0035424226084232,0.0018227376039201403,1.016854905276086,1.025742842022574,1.0242820688532073
2015-04-02,0.0035912360841243,-0.0106517674605774,-0.0027720019363937,1,bull,bull,-0.00210596533375638,0.0035912360841243,0.00010631157313215951,1.0169630144672404,1.0235849361909055,1.027967120564031
2015-04-06,0.0067104459417476,-0.0056005690235979,0.0121569256379318,1,bull,bull,0.0017860399556093999,0.0067104459417476,0.0047928909182969204,1.0218489066846,1.0254147333439034,1.0348884349371816
2015-04-07,-0.0026499239932444,0.0083499487295543,-0.0049828438445891,1,bull,bull,0.0017500250958750803,-0.0026499239932444,-0.0006832414338191298,1.021150975627309,1.0272108059886507,1.0321496895792726
2015-04-08,0.0033715247954304,0.0003049781623185,-0.0055272563602129,1,bull,bull,0.00214490614218564,0.0033715247954304,0.0018683373532436898,1.0230606135067701,1.0294164413505449,1.0356354807640233
2015-04-09,0.0044136162086001,-0.0130491345617147,-0.0069523444531916,1,bull,bull,-0.0025714840995258196,0.0044136162086001,-0.0002155300116420297,1.0228401370013358,1.0267727139481215,1.040216480258445
2015-04-10,0.0054423551119208,0.0014669338401147,0.0112731254124599,1,bull,bull,0.0038521866031983602,0.0054423551119208,0.00523034788761349,1.028203961858304,1.0307356621486785,1.0458931409273697
2015-04-13,-0.0045333090406701,0.0013878703611654,-0.0071827735479249,1,bull,bull,-0.0021648372799359,-0.0045333090406701,-0.00361401961102848,1.0244947192510165,1.028506700701424,1.0411625148924604
2015-04-14,0.0019113036730427,0.0070629103519127,-0.0060980844312982,1,bull,bull,0.0039719463445907,0.0019113036730427,0.00214068619838261,1.0266901900254237,1.0325999979286995,1.0431543955694607
2015-04-15,0.0044770460330747,-0.0008414120354212,0.0086135987552239,1,bull,bull,0.00234966280567634,0.0044770460330747,0.00382700969159044,1.0306268713870543,1.035029112419381,1.0478351158998853
2015-04-16,-0.000285113777716,-0.0049891086218987,-0.0034713349747602,1,bull,bull,-0.00216671171538908,-0.000285113777716,-0.00154453486625696,1.0290362609429522,1.0327889305063347,1.0475364062567085
2015-04-17,-0.011570211705698,0.0113994887816324,0.004942989742755,1,bull,bull,-0.00238233151076584,-0.011570211705698,-0.0053249514633866195,1.0235712561553805,1.0303314133657842,1.0354860353694684
2015-04-20,0.0090951789135051,-0.0088639304476795,-0.0076415555466046,1,bull,bull,0.0019115351690312601,0.0090951789135051,0.0038296835952572094,1.0274987258866788,1.032302811696526,1.0449469251474215
2015-04-21,-0.0011916530546723,-0.0045386550338213,0.0057366175320521,1,bull,bull,-0.0025304538463319,-0.0011916530546723,-0.00116822639182966,1.0262990756255101,1.0296939193090817,1.0437024525891283
2015-04-22,0.004901649788328,-0.0153835412402474,-0.0135248816010839,1,bull,bull,-0.0032124266231021606,0.004901649788328,-0.0009980415563282704,1.0252752974703672,1.0263914105226912,1.0488308750924527
2015-04-23,0.0025132565015353,0.0042971715934715,0.0072651359960974,1,bull,bull,0.0032268225383097803,0.0025132565015353,0.00334522746937875,1.0287108196569552,1.0297087428021325,1.051470171333258
2015-04-24,0.0023181637262053,0.0062172708259894,-0.0141410337003532,1,bull,bull,0.00387780656611894,0.0023181637262053,0.0014520654035062698,1.030205660088774,1.0337095062060426,1.0539104787668891
2015-04-27,-0.0041666990688881,0.0,0.0199673743957626,1,bull,bull,-0.00250001944133286,-0.0041666990688881,-0.0009199519086454098,1.0292583562292843,1.0311284400459528,1.0495282869337086
2015-04-28,0.0031737722575305,-0.0138869300221824,0.0086333954543481,1,bull,bull,-0.003650508654354661,0.0031737722575305,0.00030759412126967964,1.0295749987451197,1.0273711589179777,1.052864542150938
2015-04-29,-0.00412299094592,-0.0123312911146016,-0.0070738707743615,1,bull,bull,-0.00740631101339264,-0.00412299094592,-0.00605973896250047,1.0233549081068947,1.0197902365764322,1.0485325277411413
2015-04-30,-0.0100710491111661,0.0017482227990099,-0.0178186292336543,1,bull,bull,-0.0053433403470957,-0.0100710491111661,-0.008481952741379719,1.0147115681584562,1.0143556825260083,1.0380257013472372
2015-05-01,0.010782831786302,-0.0135532430857962,-0.0034429465428855,1,bull,bull,0.0010484018374627207,0.010782831786302,0.00449303897896361,1.0192809643371519,1.01541969254498,1.0492791207031509
2015-05-04,0.0028435384086055,-0.0094795383357523,0.0089796944769085,1,bull,bull,-0.00208569228913762,0.0028435384086055,0.0009925386665642398,1.0202931423361559,1.0133040465821777,1.0522670322916177
2015-05-05,-0.0115180694953194,-0.001385130317138,0.0028006293425995,1,bull,bull,-0.0074648938240468405,-0.0115180694953194,-0.00805961177589123,1.0121030246298532,1.0057680023432598,1.0402164802584448
2015-05-06,-0.0041251391090272,-0.0172688654413155,-0.0005245000462393,1,bull,bull,-0.00938262964194252,-0.0041251391090272,-0.00639382046920607,1.005652463434536,0.9963753862959186,1.0359342809801666
2015-05-07,0.0039814611980831,0.013347660366522,-0.0082536463493557,1,bull,bull,0.00772794086545866,0.0039814611980831,0.004631190277026999,1.0103206325915264,1.0041051454527605,1.0400670348638898
2015-05-08,0.0130802753255892,0.0026973113066183,0.0048375401365222,1,bull,bull,0.00892708971800084,0.0130802753255892,0.010179409002888318,1.020657622498724,1.013109011537403,1.053760761653435
2015-05-11,-0.0047842613547694,-0.0246253116424641,-0.003868158154194,1,bull,bull,-0.012720681469847282,-0.0047842613547694,-0.008660861092250801,1.0118560183605996,1.0003031965356042,1.0487313354023824
2015-05-12,-0.002995537566388,0.0025900135437519,0.0085077145701036,1,bull,bull,-0.00076131712233204,-0.002995537566388,-0.0007281021307108596,1.0111195519815641,0.9995419384007534,1.0455945218571592
2015-05-13,0.0001904667458746,-0.0080426616348797,0.0177455686715796,1,bull,bull,-0.0031027846064271202,0.0001904667458746,0.00029935126229423993,1.0114222772041082,0.9964453815195997,1.045793691810266
2015-05-14,0.0103735673063416,0.0026879970239449,0.0053908250551019,1,bull,bull,0.007299339193382919,0.0103735673063416,0.008338179024738289,1.0198909548306148,1.0037453845338489,1.0566987675374175
2015-05-15,0.0010830844453205,0.0198523346612595,0.0029823930374759,1,bull,bull,0.008590784531696101,0.0010830844453205,0.00502686534772384,1.0250307169527533,1.0124054901470123,1.0578438815515732
2015-05-18,0.0031018332202453,-0.016919650643188,-8.510645761585739e-05,1,bull,bull,-0.004906760325128021,0.0031018332202453,-0.0012211575202274764,1.0237797569493452,1.0074500266333284,1.0611302310643178
2015-05-19,-0.0003281591666273,-0.008906884727956,-0.0139670432211819,1,bull,bull,-0.00375964939115878,-0.0003281591666273,-0.0034077926843485004,1.0202968656395743,1.0036694789740837,1.0607820685814882
2015-05-20,-0.0007044887187963,0.0016864673171885,0.0016381642703537,1,bull,bull,0.00025189369559762,-0.0007044887187963,7.967787315660095e-06,1.0203049951803858,1.0039223288326067,1.0600350227546467
2015-05-21,0.0029082750743059,0.0138889903410874,-0.0033654032062089,1,bull,bull,0.0073005611810185,0.0029082750743059,0.0044770502996107206,1.024883192727998,1.0112783440630275,1.063122383460217
2015-05-22,-0.0023917324371416,0.0004158415622317,-0.0007782781051664,1,bull,bull,-0.00126870283739228,-0.0023917324371416,-0.0016688722040694198,1.0231742200803542,1.0099961458947346,1.0605827174824485
2015-05-26,-0.0108101558655478,0.0169649197836781,-0.0147272479776649,1,bull,bull,0.00029987439414256006,-0.0108101558655478,-0.00564684994691433,1.0174127910620903,1.0102990632933868,1.049179399867148
2015-05-27,0.0094477079456561,0.0022830802652537,-0.0001756301338399,1,bull,bull,0.00658185687349514,0.0094477079456561,0.007052448601626019,1.0246134036078993,1.0169706387198623,1.059138712679183
2015-05-28,-0.0011291877111373,-0.0024469569387218,0.0011407772346871,1,bull,bull,-0.0016562954021711,-0.0011291877111373,-0.0011657450620717598,1.0234196615267666,1.0152876290921138,1.0579434212416432
2015-05-29,-0.0062319200834039,0.0022032383251332,0.0007014013330434,1,bull,bull,-0.00285785671998906,-0.0062319200834039,-0.0038515562600517496,1.0194854843385985,1.0123902246739427,1.0513709033620868
2015-06-01,0.0020343698271031,-0.0108061266105621,-0.0008767951003625,1,bull,bull,-0.0031018287479629807,0.0020343698271031,-0.0008248459531765005,1.0186449125812842,1.0092548288152903,1.0535119577147427
2015-06-02,-0.0009933026009496,-0.0140500775854563,0.0040269605877943,1,bull,bull,-0.00621601259475228,-0.0009933026009496,-0.00310263127897655,1.0154893308480202,1.0030007459544905,1.0524660210987915
2015-06-03,0.0026461311486776,-0.0162052587302716,-0.0071898573672245,1,bull,bull,-0.00489442480290208,0.0026461311486776,-0.0021077456787024504,1.0133511917174864,0.9981036282892712,1.0552546721611853
2015-06-04,-0.0084824474524067,0.0129348413619278,-0.0070646979352704,1,bull,bull,8.446807332710034e-05,-0.0084824474524067,-0.004057214737826169,1.0092481374423543,0.9981879397404965,1.0463413865380677
2015-06-05,-0.0017149562254431,-0.012254215454735,-0.0053314369182915,1,bull,bull,-0.005930659917159861,-0.0017149562254431,-0.00418445614058632,1.0050338063673259,0.992285546380605,1.0445484946682415
2015-06-08,-0.0061682087151385,-0.0011063372685208,0.0029358308942225,1,bull,bull,-0.0041434601364914204,-0.0061682087151385,-0.00424543046487886,1.0007760496276632,0.9881825569318691,1.0381253316102736
2015-06-09,-0.0001440546087248,-0.0079484884794447,0.0022183779511247,1,bull,bull,-0.0032658281570127597,-0.0001440546087248,-0.0014686981268838299,0.9993072905640062,0.9849605865776198,1.0379757956427524
2015-06-10,0.0119217356507025,-0.00879135504354,0.008473122987024,1,bull,bull,0.0036364993730054994,0.0119217356507025,0.00743425624548615,1.0067640805301696,0.9885489156569921,1.0504243252902732
2015-06-11,0.0032184277401964,0.02081772419685,-0.0045806690469192,1,bull,bull,0.01025814632285784,0.0032184277401964,0.0059583773528155606,1.0127806675750306,0.9987417856746992,1.053810486211987
2015-06-12,-0.0076841537115456,0.0,-0.0002649015739743,1,bull,bull,-0.00461049222692736,-0.0076841537115456,-0.005405397755479349,1.0073209544818102,0.9941476930871317,1.0457438766787477
2015-06-15,-0.0042948104583333,0.001609423731872,0.0044060697400653,1,bull,bull,-0.0019331167822511798,-0.0042948104583333,-0.00224387560045238,1.0050631855938017,0.9922277458366082,1.0412622357284633
2015-06-16,0.0054366445672097,0.007840926422138,-0.0036115754437751,1,bull,bull,0.00639835730918102,0.0054366445672097,0.00501267893709688,1.0101138928659248,0.9985967272677165,1.046938624678489
2015-06-17,0.0016161255049877,-0.0077564380631839,0.0046661068379395,1,bull,bull,-0.00213289992228094,0.0016161255049877,4.661092464855986e-05,1.0101609763057644,0.996469090210792,1.0486319768582453
2015-06-18,0.0103456343782816,-0.0049208053913007,0.0128290910166516,1,bull,bull,0.0042390584704486796,0.0103456343782816,0.007540692088202139,1.0178070814187108,1.0007021466963009,1.0595370525853967
2015-06-19,-0.0044492137183728,0.0127612392798411,-0.0017357836863243,1,bull,bull,0.002434967480912761,-0.0044492137183728,-0.0007357801155251695,1.017058474645524,1.0031417929057764,1.0548334172944736
2015-06-22,0.0051103811631322,-0.0206171940203798,-0.0129395348224731,1,bull,bull,-0.005180648910272601,0.0051103811631322,-0.001840125472130731,1.0151886802953913,0.9979583059758163,1.0602378156264092
2015-06-23,0.0007070857542959,-0.0060189900791103,-0.006621663748214,1,bull,bull,-0.00198334457906658,0.0007070857542959,-0.0013710043626363301,1.0137978058511363,0.9959809722947225,1.0609877597881754
2015-06-24,-0.0072888962478115,0.0085876906761314,-0.0026610185778751,1,bull,bull,-0.0009382614782343394,-0.0072888962478115,-0.0036507910960292796,1.0101033897224634,0.9950469199765415,1.053282445817893
2015-06-25,-0.0030451928894901,-0.0035122217093176,-0.0013331015376761,1,bull,bull,-0.0032320044174211004,-0.0030451928894901,-0.0029673895182742,1.0071104622983216,0.9918361153978924,1.0500798762990657
2015-06-26,-0.000190293119261,-0.0113043159725537,0.0010666233650124,1,bull,bull,-0.00463590226057808,-0.000190293119261,-0.0022874060414922,1.0048094244496446,0.9872487017250026,1.0498800723351942
2015-06-29,-0.0211938241077379,0.0261244023820245,0.0045207021318426,0,neutral,bull,-0.0022665335118329383,-0.0211938241077379,-0.009158726185827366,0.995648664543341,0.9850136033775234,1.0278632333715736
2015-06-30,0.0020914004477656,-0.006956744991944,-0.0062100708860373,1,bull,neutral,-0.0015278577281182405,0.0020914004477656,-0.00228333745090786,0.9933778561571549,0.9835097918288846,1.0300151564801971
2015-07-01,0.0079835481448796,-0.0135900933436455,-0.0034767084633963,1,bull,bull,-0.0006459084505304408,0.0079835481448796,0.0025227941863469896,0.9958871078694878,0.9828747396580234,1.0382712446591391
2015-07-02,-0.0009162936074169,0.0032810594149928,-0.0019665798355693,1,bull,bull,0.00076264760154698,-0.0009162936074169,-0.0001818516257502,0.9957060206458601,0.9836246126289102,1.037320319084938
2015-07-06,-0.0028497191099836,0.0183653012838154,0.0026806862873874,1,bull,bull,0.005636289047536,-0.0028497191099836,0.0019463255085133,0.9976458758552847,0.9891842584272039,1.034368455537097
2015-07-07,0.0062687734977775,0.0093507091302429,-0.0116687027607574,1,bull,bull,0.00750154775076366,0.0062687734977775,0.0050914129984170895,1.002738255739408,0.9966325733929331,1.0408730436918558
2015-07-08,-0.0169196058031961,0.008599593915293,0.0029749330386005,1,bull,bull,-0.0067119259158004594,-0.0169196058031961,-0.00982631197531862,0.9929332890340391,0.9899656483771431,1.0234100323327378
2015-07-09,0.0018071526514995,-0.0198994115257355,0.0024275514386137,1,bull,bull,-0.0068754730193945,0.0018071526514995,-0.00247212030523608,0.9904816700855291,0.9831825116295348,1.0252611626199573
2015-07-10,0.012513293715958,-0.0159848352539125,0.0011666795517473,1,bull,bull,0.001114042128009799,0.012513293715958,0.00567900650556283,0.9961226242807915,0.9842784287025624,1.0381711615312703
2015-07-13,0.0109767959502627,-0.0031068423249747,-0.0044947937019094,1,bull,bull,0.0053433406401677385,0.0109767959502627,0.00661290932999801,1.0027317214720115,0.9895518399011896,1.0496297286560732
2015-07-14,0.0043286088979765,0.003278905066035,-0.002254995812518,1,bull,bull,0.0039087273651999,0.0043286088979765,0.0034603076605387497,1.006207491878608,0.9934272973762878,1.0541830128227774
2015-07-15,-0.0003325567405096,0.0105412507724741,-0.0052512044403684,1,bull,bull,0.00401696626468388,-0.0003325567405096,0.00135033999210126,1.0075671318767763,0.9974258870393811,1.0538324954428215
2015-07-16,0.0079927752162944,0.0068818617509433,-0.0036377042236319,1,bull,bull,0.007548409830153959,0.0079927752162944,0.00660754457923155,1.0142467201535217,1.0049833539543476,1.0622892933152988
2015-07-17,0.000847145880852,0.0051514882228344,-0.0101644626938931,1,bull,bull,0.00256888281764496,0.000847145880852,0.0006068534917739699,1.0148624061138598,1.0075683572880934,1.0631895886012837
2015-07-20,0.0005175647862498,-0.0042208656316185,-0.0275268567421123,1,bull,bull,-0.0013778073808975203,0.0005175647862498,-0.0032345634501600704,1.011585072497265,1.0061810780898846,1.0637400005180773
2015-07-21,-0.0039589307631646,0.005399549187236,-0.0031268723268024,1,bull,bull,-0.00021553878300436006,-0.0039589307631646,-0.00200402892944826,1.0095598567206794,1.0059642304152125,1.0595370525853962
2015-07-22,-0.0017964247808006,0.0062060816609902,-0.0054241906707403,1,bull,bull,0.00140457779591572,-0.0017964247808006,-0.0005587000814364099,1.0089959730820997,1.007378178204116,1.0576353825829272
2015-07-23,-0.0056456986242211,0.0123813679350307,-0.0044948309762842,1,bull,bull,0.00156512799947962,-0.0056456986242211,-0.0019251985475770503,1.0070553241668476,1.0089560884905655,1.051681115771996
2015-07-24,-0.0104261910451552,0.0024744426183327,0.0097291557358139,1,bull,bull,-0.00526593757976004,-0.0104261910451552,-0.005830529634360709,1.001200742497382,1.0036569534105901,1.0407730511369535
