Date,SPY,TLT,GLD
2015-01-05,-0.01822466554004232,0.015586816482021438,0.014964618775983719
2015-01-06,-0.009463594229749907,0.017856479596016713,0.01133448217141997
2015-01-07,0.012384288488508075,-0.001976823331363743,-0.005908836993974842
2015-01-08,0.017589535287560572,-0.013331549505910631,-0.004217399700950183
2015-01-09,-0.00804604796548615,0.010893484188158312,0.011320872784880804
2015-01-12,-0.00786407048937126,0.005705840018460502,0.011025431201653892
2015-01-13,-0.002817051795397619,0.0,-0.003379471739693634
2015-01-14,-0.006055079014538783,0.007557316760409984,-0.0016093040146014643
2015-01-15,-0.009202963924055178,0.015613194671214681,0.024864209830664365
2015-01-16,0.013028721609558236,-0.012830972646299309,0.01297967953352017
2015-01-20,0.0021303157025870417,0.013201457847035296,0.013618890362551296
2015-01-21,0.00503539129344665,-0.011626003524824575,0.00024156831944978564
2015-01-22,0.014761775294382315,-0.003605341437480149,0.008017360134577187
2015-01-23,-0.0054982388818182485,0.013822591150860515,-0.008017360134577146
2015-01-26,0.002339065725503759,-0.0030466778834781732,-0.010031679362329541
2015-01-27,-0.013278009927381672,0.0015615965616649608,0.011399158685807192
2015-01-28,-0.012907259989988547,0.01621584031525965,-0.007909034514030033
2015-01-29,0.009200996162915063,-0.00660226107056412,-0.02178803552843412
2015-01-30,-0.012654534526088076,0.017582695131525487,0.022031068542067805
2015-02-02,0.01230786280182792,-0.0037824291531757407,-0.008378450604819716
2015-02-03,0.014357648216048608,-0.021394193377830238,-0.011254031870982083
2015-02-04,-0.0038152027675343566,0.0017069940507207424,0.004368788786280421
2015-02-05,0.0100445608713821,-0.011039370415741002,0.0017257602352123193
2015-02-06,-0.0027692952324994673,-0.017860652068527577,-0.026204564931172653
2015-02-09,-0.004485777757949208,-0.0016042804713478852,0.004457337052542182
2015-02-10,0.010596954016599545,-0.007986281235001785,-0.005891255467082124
2015-02-11,0.0005799854322787976,0.0018485798034249441,-0.01188773038576783
2015-02-12,0.009570966283591387,-0.003314537283828206,0.0023036284035265445
2015-02-13,0.0041080697117497076,-0.010321536401974635,0.005439474740014081
2015-02-17,0.0015714905082540483,-0.015170760677001585,-0.016838734326833547
2015-02-18,9.529953320000159e-05,0.005923151727287548,0.0028404943034609498
2015-02-19,-0.0007140108598318706,-0.006636124572008931,-0.003444070035884628
2015-02-20,0.0059826321399960485,0.002928544466701203,-0.005708895866845205
2015-02-23,-0.00014194195912470704,0.011392969077391795,0.0013003471683988895
2015-02-24,0.0028367433708887065,0.013041310540996278,-0.0014738237281034486
2015-02-25,-0.0008501783841400837,0.004309555065416653,0.003810143280624359
