Date,SPY,TLT,GLD,Regime
2015-01-05,-0.0182247528415817,0.0155862680185525,0.0149646187759837,2
2015-01-06,-0.0094637762369137,0.017856408655034,0.0113344821714199,2
2015-01-07,0.0123843799227014,-0.0019764410785222,-0.0059088369939748,2
2015-01-08,0.0175893578190985,-0.0133308508371347,-0.0042173997009501,0
2015-01-09,-0.008046049399166,0.0108928623082,0.0113208727848808,1
2015-01-12,-0.0078644325310898,0.0057055341738464,0.0110254312016538,1
2015-01-13,-0.0028164204399196,0.0,-0.0033794717396936,1
2015-01-14,-0.0060554423083887,0.0075573942620298,-0.0016093040146014,1
2015-01-15,-0.0092028746452471,0.0156133462253915,0.0248642098306643,1
2015-01-16,0.0130289052129828,-0.0128316527454532,0.0129796795335201,1
2015-01-20,0.0021302252820098,0.0132022125217006,0.0136188903625512,1
2015-01-21,0.0050354817140241,-0.0116267571288681,0.0002415683194497,1
2015-01-22,0.0147615979981568,-0.0036042080884854,0.0080173601345771,1
2015-01-23,-0.0054981507224525,0.013821614065733,-0.0080173601345771,1
2015-01-26,0.0023391548623634,-0.0030466794786028,-0.0100316793623295,1
2015-01-27,-0.0132781901619407,0.0015613730048135,0.0113991586858071,1
2015-01-28,-0.0129072623314012,0.0162170297634468,-0.00790903451403,1
2015-01-29,0.0092009073831814,-0.0066027766781791,-0.0217880355284341,1
2015-01-30,-0.0126546295856061,0.0175826236375982,0.0220310685420678,1
2015-02-02,0.0123082292170513,-0.0037827950090364,-0.0083784506048197,1
2015-02-03,0.0143576482160486,-0.0213942790780359,-0.011254031870982,1
2015-02-04,-0.0038151132331903,0.0017078892304699,0.0043687887862804,1
2015-02-05,0.0100445599765505,-0.0110395931288594,0.0017257602352123,1
2015-02-06,-0.0027690283307727,-0.017860574012524,-0.0262045649311726,1
2015-02-09,-0.0044860440142512,-0.0016047411537122,0.0044573370525421,1
2015-02-10,0.0105969530754467,-0.0079859739492096,-0.0058912554670821,1
2015-02-11,0.0005799853810555,0.0018485025090286,-0.0118877303857678,1
2015-02-12,0.0095707030879137,-0.0033143824384214,0.0023036284035265,1
2015-02-13,0.0041082446148665,-0.0103212221750408,0.005439474740014,1
2015-02-17,0.0015715774645224,-0.0151705955814343,-0.0168387343268335,1
2015-02-18,9.521257693172515e-05,0.0059225157702057,0.0028404943034609,1
2015-02-19,-0.0007138368396676,-0.0066359658783214,-0.0034440700358846,1
2015-02-20,0.005982285137628,0.0029288617431042,-0.0057088958668452,1
2015-02-23,-0.0001421149904686,0.0113932000155428,0.0013003471683988,1
2015-02-24,0.0028370893844363,0.0130411474839921,-0.0014738237281034,1
2015-02-25,-0.0008503510475509,0.0043090131695559,0.0038101432806243,1
2015-02-26,-0.0011818886506442,-0.0137625441707207,0.0031928469281336,1
2015-02-27,-0.0034119110123453,0.0083731376236224,0.0007751278516169,1
2015-03-02,0.0062936069053419,-0.0188024358755336,-0.0041408215543513,1
2015-03-03,-0.0041125790694564,-0.003632592834126,-0.0018169945131893,1
2015-03-04,-0.0042245466799273,0.0003162158661095,-0.0031225683060647,1
2015-03-05,0.0010935563181589,-0.0012658607608717,-0.0009560698660537,1
2015-03-06,-0.0141643708791328,-0.0223395338600521,-0.0276840335134201,1
2015-03-09,0.0041363883357916,0.0091887274833247,0.0009828943243309,1
2015-03-10,-0.0163549436401618,0.0130718204292391,-0.0049241610152976,1
2015-03-11,-0.0023447916610275,0.0072588436723581,-0.006031419233618,1
2015-03-12,0.012633719150293,-0.0007078230826192,-0.0002709060307489,1
2015-03-13,-0.006151146547637,-0.0030730624559701,0.0014440077763354,1
2015-03-16,0.013272089306235,0.0095812112693684,-0.0006315097549614,1
2015-03-17,-0.0029766694149029,0.0082514636484036,-0.0054293725195361,1
2015-03-18,0.0119497253505425,0.0191186729901926,0.0194093939657839,1
2015-03-19,-0.0045718661160681,-0.0051084063831825,-0.0007122036244302,1
2015-03-20,0.0087880016353287,0.0052598847632877,0.0113345654787513,1
2015-03-23,-0.0019504893892592,-0.0012169729815741,0.0063197017036317,1
2015-03-24,-0.005634745528778,0.0096222279425414,0.0024469013218018,1
2015-03-25,-0.0147622107816988,-0.0084811818696144,0.0013955838286018,1
2015-03-26,-0.0023843365239788,-0.0157118750800013,0.0065158127936534,1
2015-03-27,0.0022869149683658,0.0123607050469945,-0.0036436736475295,1
2015-03-30,0.0121263902246626,-0.0049723769753417,-0.0114506523855383,1
2015-03-31,-0.0087783086499972,0.0021445010679502,-0.0007914897422241,1
2015-04-01,-0.0035424226084232,0.0130499796741835,0.0169243749497968,1
2015-04-02,0.0035912360841243,-0.0106517674605774,-0.0027720019363937,1
2015-04-06,0.0067104459417476,-0.0056005690235979,0.0121569256379318,1
2015-04-07,-0.0026499239932444,0.0083499487295543,-0.0049828438445891,1
2015-04-08,0.0033715247954304,0.0003049781623185,-0.0055272563602129,1
2015-04-09,0.0044136162086001,-0.0130491345617147,-0.0069523444531916,1
2015-04-10,0.0054423551119208,0.0014669338401147,0.0112731254124599,1
2015-04-13,-0.0045333090406701,0.0013878703611654,-0.0071827735479249,1
2015-04-14,0.0019113036730427,0.0070629103519127,-0.0060980844312982,1
2015-04-15,0.0044770460330747,-0.0008414120354212,0.0086135987552239,1
2015-04-16,-0.000285113777716,-0.0049891086218987,-0.0034713349747602,1
2015-04-17,-0.011570211705698,0.0113994887816324,0.004942989742755,1
2015-04-20,0.0090951789135051,-0.0088639304476795,-0.0076415555466046,1
2015-04-21,-0.0011916530546723,-0.0045386550338213,0.0057366175320521,1
2015-04-22,0.004901649788328,-0.0153835412402474,-0.0135248816010839,1
2015-04-23,0.0025132565015353,0.0042971715934715,0.0072651359960974,1
2015-04-24,0.0023181637262053,0.0062172708259894,-0.0141410337003532,1
2015-04-27,-0.0041666990688881,0.0,0.0199673743957626,1
2015-04-28,0.0031737722575305,-0.0138869300221824,0.0086333954543481,1
2015-04-29,-0.00412299094592,-0.0123312911146016,-0.0070738707743615,1
2015-04-30,-0.0100710491111661,0.0017482227990099,-0.0178186292336543,1
2015-05-01,0.010782831786302,-0.0135532430857962,-0.0034429465428855,1
2015-05-04,0.0028435384086055,-0.0094795383357523,0.0089796944769085,1
2015-05-05,-0.0115180694953194,-0.001385130317138,0.0028006293425995,1
2015-05-06,-0.0041251391090272,-0.0172688654413155,-0.0005245000462393,1
2015-05-07,0.0039814611980831,0.013347660366522,-0.0082536463493557,1
2015-05-08,0.0130802753255892,0.0026973113066183,0.0048375401365222,1
2015-05-11,-0.0047842613547694,-0.0246253116424641,-0.003868158154194,1
2015-05-12,-0.002995537566388,0.0025900135437519,0.0085077145701036,1
2015-05-13,0.0001904667458746,-0.0080426616348797,0.0177455686715796,1
2015-05-14,0.0103735673063416,0.0026879970239449,0.0053908250551019,1
2015-05-15,0.0010830844453205,0.0198523346612595,0.0029823930374759,1
2015-05-18,0.0031018332202453,-0.016919650643188,-8.510645761585739e-05,1
2015-05-19,-0.0003281591666273,-0.008906884727956,-0.0139670432211819,1
2015-05-20,-0.0007044887187963,0.0016864673171885,0.0016381642703537,1
2015-05-21,0.0029082750743059,0.0138889903410874,-0.0033654032062089,1
2015-05-22,-0.0023917324371416,0.0004158415622317,-0.0007782781051664,1
2015-05-26,-0.0108101558655478,0.0169649197836781,-0.0147272479776649,1
2015-05-27,0.0094477079456561,0.0022830802652537,-0.0001756301338399,1
2015-05-28,-0.0011291877111373,-0.0024469569387218,0.0011407772346871,1
2015-05-29,-0.0062319200834039,0.0022032383251332,0.0007014013330434,1
2015-06-01,0.0020343698271031,-0.0108061266105621,-0.0008767951003625,1
2015-06-02,-0.0009933026009496,-0.0140500775854563,0.0040269605877943,1
2015-06-03,0.0026461311486776,-0.0162052587302716,-0.0071898573672245,1
2015-06-04,-0.0084824474524067,0.0129348413619278,-0.0070646979352704,1
2015-06-05,-0.0017149562254431,-0.012254215454735,-0.0053314369182915,1
2015-06-08,-0.0061682087151385,-0.0011063372685208,0.0029358308942225,1
2015-06-09,-0.0001440546087248,-0.0079484884794447,0.0022183779511247,1
2015-06-10,0.0119217356507025,-0.00879135504354,0.008473122987024,1
2015-06-11,0.0032184277401964,0.02081772419685,-0.0045806690469192,1
2015-06-12,-0.0076841537115456,0.0,-0.0002649015739743,1
2015-06-15,-0.0042948104583333,0.001609423731872,0.0044060697400653,1
2015-06-16,0.0054366445672097,0.007840926422138,-0.0036115754437751,1
2015-06-17,0.0016161255049877,-0.0077564380631839,0.0046661068379395,1
2015-06-18,0.0103456343782816,-0.0049208053913007,0.0128290910166516,1
2015-06-19,-0.0044492137183728,0.0127612392798411,-0.0017357836863243,1
2015-06-22,0.0051103811631322,-0.0206171940203798,-0.0129395348224731,1
2015-06-23,0.0007070857542959,-0.0060189900791103,-0.006621663748214,1
2015-06-24,-0.0072888962478115,0.0085876906761314,-0.0026610185778751,1
2015-06-25,-0.0030451928894901,-0.0035122217093176,-0.0013331015376761,1
2015-06-26,-0.000190293119261,-0.0113043159725537,0.0010666233650124,1
2015-06-29,-0.0211938241077379,0.0261244023820245,0.0045207021318426,0
2015-06-30,0.0020914004477656,-0.006956744991944,-0.0062100708860373,1
2015-07-01,0.0079835481448796,-0.0135900933436455,-0.0034767084633963,1
2015-07-02,-0.0009162936074169,0.0032810594149928,-0.0019665798355693,1
2015-07-06,-0.0028497191099836,0.0183653012838154,0.0026806862873874,1
2015-07-07,0.0062687734977775,0.0093507091302429,-0.0116687027607574,1
2015-07-08,-0.0169196058031961,0.008599593915293,0.0029749330386005,1
2015-07-09,0.0018071526514995,-0.0198994115257355,0.0024275514386137,1
2015-07-10,0.012513293715958,-0.0159848352539125,0.0011666795517473,1
2015-07-13,0.0109767959502627,-0.0031068423249747,-0.0044947937019094,1
2015-07-14,0.0043286088979765,0.003278905066035,-0.002254995812518,1
2015-07-15,-0.0003325567405096,0.0105412507724741,-0.0052512044403684,1
2015-07-16,0.0079927752162944,0.0068818617509433,-0.0036377042236319,1
2015-07-17,0.000847145880852,0.0051514882228344,-0.0101644626938931,1
2015-07-20,0.0005175647862498,-0.0042208656316185,-0.0275268567421123,1
2015-07-21,-0.0039589307631646,0.005399549187236,-0.0031268723268024,1
2015-07-22,-0.0017964247808006,0.0062060816609902,-0.0054241906707403,1
2015-07-23,-0.0056456986242211,0.0123813679350307,-0.0044948309762842,1
2015-07-24,-0.0104261910451552,0.0024744426183327,0.0097291557358139,1
2015-07-27,-0.0058339768673383,0.0053402029842342,-0.0046619928012779,1
2015-07-28,0.0122076747120185,-0.0073194475119844,0.0015246432799856,1
2015-07-29,0.0068556238691924,-0.0037212120960524,0.001427294876504,1
2015-07-30,0.0002373469363847,0.0076757097557484,-0.0085944145146333,1
2015-07-31,-0.0015189972488364,0.0073721163576537,0.0063098074713187,1
2015-08-03,-0.003378704167609,0.0104718964633564,-0.0079415031150899,1
2015-08-04,-0.0019560305427612,-0.0079641069239699,0.0020152503194806,1
2015-08-05,0.003289667297089,-0.0075342431324545,-0.0036496127458959,1
2015-08-06,-0.0082213084870611,0.0088386378005804,0.0044162810366784,1
2015-08-07,-0.001921512533099,0.0130328992179647,0.0024875838994236,1
2015-08-10,0.012520446889157,-0.0124626702747464,0.0101726378098647,1
2015-08-11,-0.0090641874622692,0.015755112500641,0.0050948398439473,1
2015-08-12,0.0011972353186606,-0.005465861109705,0.0139247878572538,1
2015-08-13,-0.0012453801069641,-0.0032293511136603,-0.0082941567425384,1
2015-08-14,0.0036357320577952,0.0023421606398752,-9.36047567321894e-05,1
2015-08-17,0.005571412396563,0.0045072009137007,0.0026170571520377,1
2015-08-18,-0.0029007807096536,-0.0079012644982066,-0.0001866751617239,1
2015-08-19,-0.0079371076901802,0.0098270952859036,0.0133545749632445,1
2015-08-20,-0.0211024927453455,0.0100482219483925,0.0172614847299862,2
2015-08-21,-0.0305647453860309,0.0030112045970647,0.0062282533143871,2
2015-08-24,-0.0430187635943676,-0.0003161993570275,-0.0054136962037428,2
2015-08-25,-0.0118378213388146,-0.0161958998430455,-0.0124722368905492,2
2015-08-26,0.0376750065390816,-0.0194922729919949,-0.0137437525667739,2
2015-08-27,0.0244345546327554,0.0005743756648657,0.0005571512452685,2
2015-08-28,4.995922420003992e-05,0.0029460570810403,0.0089636379853937,2
2015-08-31,-0.0081119259741977,-0.007712053233301,0.0011033722012558,2
2015-09-01,-0.0303023910032683,0.0071798386299345,0.0034858971109337,2
2015-09-02,0.0188033355461244,-0.0086419573435855,-0.0053254574714514,2
2015-09-03,0.0007159710361665,0.0048651940755073,-0.0072069646875858,2
2015-09-04,-0.0152526560984878,0.0090892713137204,-0.0032508130940551,2
2015-09-08,0.0248206595688352,-0.0148639108179133,0.0002790454421465,2
2015-09-09,-0.0134617426384476,0.0047870642597851,-0.0130121136590398,0
2015-09-10,0.0054269254151414,-0.0067745647864765,0.0023528316012587,1
2015-09-11,0.0045341673628792,0.0062805334790036,-0.0020701389754937,1
2015-09-14,-0.0037178468202905,0.0015642335768339,0.0005650019663848,1
2015-09-15,0.0124221118428579,-0.0193506293413904,-0.0030171594704306,1
2015-09-16,0.0086294253811227,-0.0037811679848308,0.0132265521720312,1
2015-09-17,-0.0022503881409608,0.0121322386270548,0.0101985502653112,1
2015-09-18,-0.0164763131467755,0.015267086803464,0.0073522563730742,1
2015-09-21,0.0051540089690258,-0.016432186808318,-0.0062460046161412,1
2015-09-22,-0.0130649453811243,0.0138082903930964,-0.0068417229231559,1
2015-09-23,-0.0015998635340761,-8.249132250819885e-05,0.0039813052072609,1
2015-09-24,-0.0036218212992512,0.0067931330628795,0.0207587962965128,1
